name,experience,salary,region
Администратор СУБД PostgreSql / Oracle (Junior),От 1 года до 3 лет,60000 RUR,Санкт-Петербург
Разработчик программного обеспечения и баз данных,От 1 года до 3 лет,Не указана,Екатеринбург
Python разработчик,Более 6 лет,Не указана,Сочи
Руководитель направления Отчетность Автоматизация и аналитика корпоративного бизнеса Банк ДОМ.РФ,От 1 года до 3 лет,Не указана,Москва
Системный администратор Linux,От 1 года до 3 лет,Не указана,Тюмень
Analyst DWH (Управление валидации),От 1 года до 3 лет,Не указана,Москва
QA Automation Engineer,От 3 до 6 лет,Не указана,Санкт-Петербург
Тестировщик / Технический писатель,От 1 года до 3 лет,60000 RUR,Новосибирск
Lead Full Stack Developer (Удаленно),Более 6 лет,Не указана,Москва
Инженер-программист математик,От 1 года до 3 лет,170000 RUR,Москва
Фулстек-разработчик,От 1 года до 3 лет,Не указана,Москва
Middle/Middle+ Python-разработчик,От 3 до 6 лет,Не указана,Иннополис
Системный администратор Linux,От 3 до 6 лет,Не указана,Москва
ML-разработчик (R&D),От 3 до 6 лет,Не указана,Москва
Python developer,От 3 до 6 лет,150000 RUR,Казань
Администратор БД / Разработчик,От 1 года до 3 лет,42000 RUR,Саратов
Технический писатель в Runtime Cloud,От 3 до 6 лет,Не указана,Кострома
Senior Golang Developer (blockchain),Более 6 лет,4000 USD,Санкт-Петербург
Разработчик симулятора,От 1 года до 3 лет,Не указана,Москва
DevOps инженер (HELM),От 3 до 6 лет,Не указана,Москва
Senior analyst (Бизнес/системный аналитик),От 3 до 6 лет,Не указана,Москва
Data scientist (Валидатор моделей банковской и торговой книг),От 1 года до 3 лет,Не указана,Москва
Программист-тестировщик,От 1 года до 3 лет,50000 RUR,Новосибирск
Data engineer,От 1 года до 3 лет,Не указана,Москва
Senior Python разработчик,От 3 до 6 лет,240000 RUR,Москва
Senior Python разработчик (Intelligent Document Processing),От 3 до 6 лет,Не указана,Москва
Системный аналитик (IT компания),От 1 года до 3 лет,Не указана,Екатеринбург
Инженер-программист АСУ ТП,От 1 года до 3 лет,Не указана,Челябинск
"Бизнес аналитик (senior, лид аналитики, удаленно)",От 3 до 6 лет,Не указана,Москва
Full-stack разработчик на внутренние системы,От 3 до 6 лет,Не указана,Новосибирск
Java Разработчик,От 1 года до 3 лет,Не указана,Москва
Linux инженер,От 1 года до 3 лет,Не указана,Пермь
Релиз менеджер,От 3 до 6 лет,Не указана,Казань
Senior Python Developer,От 3 до 6 лет,Не указана,Москва
Senior С++ разработчик (создание русской версии ChatGPT),От 3 до 6 лет,Не указана,Москва
Инженер-программист FPGA/ПЛИС,От 1 года до 3 лет,100000 RUR,Санкт-Петербург
Инженер-программист,От 1 года до 3 лет,50000 RUR,Уфа
Python Developer,От 3 до 6 лет,Не указана,Новосибирск
Ведущий тестировщик (IT-продуктов),От 1 года до 3 лет,Не указана,Казань
Системный программист в отдел адаптации ОС Аврора,От 3 до 6 лет,Не указана,Москва
Data engineer,От 1 года до 3 лет,Не указана,Москва
Программист С++,От 3 до 6 лет,100000 RUR,Екатеринбург
Рython developer,От 3 до 6 лет,Не указана,Москва
Fullstack разработчик,От 3 до 6 лет,Не указана,Москва
Data Engineer,Нет опыта,Не указана,Санкт-Петербург
Руководитель сервисных проектов,От 3 до 6 лет,Не указана,Москва
Python разработчик (django),От 1 года до 3 лет,Не указана,Москва
Senior iOS developer,Более 6 лет,Не указана,Москва
Инженер-программист (различных категорий) Отдела разработки программного обеспечения,От 1 года до 3 лет,Не указана,Москва
Ведущий специалист технической поддержки (Helpdesk)/Аналитик,От 3 до 6 лет,100000 RUR,Москва
Junior C++ разработчик алгоритмов геометрического моделирования,Нет опыта,40000 RUR,Новосибирск
Разработчик RPA,От 1 года до 3 лет,Не указана,Москва
"Senior Frontend developer (JS, HTML)",От 3 до 6 лет,Не указана,Москва
Python | Go developer,От 3 до 6 лет,Не указана,Санкт-Петербург
Разработчик PL/SQL с использованием ETL (Informatica PC),От 1 года до 3 лет,Не указана,Москва
Python-разработчик систем сбора,От 1 года до 3 лет,100000 RUR,Москва
Разработчик PL/SQL (Oracle),От 3 до 6 лет,Не указана,Москва
Back-end Golang-разработчик,От 1 года до 3 лет,Не указана,Москва
DevOps Engineer,От 3 до 6 лет,150000 RUR,Москва
DATA-аналитик,От 1 года до 3 лет,Не указана,Владимир
Lead Project Manager AI-проекта,От 3 до 6 лет,Не указана,Москва
Старший эксперт Appsec,От 3 до 6 лет,Не указана,Москва
Программист-разработчик Python,От 3 до 6 лет,None RUR,Новосибирск
Senior/Lead Data Analyst,От 3 до 6 лет,Не указана,Москва
Ведущий Разработчик React (проект Газпромнефть),Более 6 лет,200000 RUR,Москва
Support specialist 3L (TopLog WMS),От 3 до 6 лет,Не указана,Москва
Team Lead Analytics (ВБ Учет),От 3 до 6 лет,Не указана,Москва
Middle Backend-разработчик (Python),От 1 года до 3 лет,200000 RUR,Тюмень
Инженер-разработчик систем хранения данных (Python),От 3 до 6 лет,Не указана,Санкт-Петербург
Middle/Senior Python developer (Remote),От 3 до 6 лет,2000 EUR,Москва
Специалист 2 линии технической поддержки ПО (IT),От 3 до 6 лет,Не указана,Мирный (Республика Саха (Якутия))
Разработчик Нadoop,От 1 года до 3 лет,Не указана,Москва
Python-разработчик (middle),От 1 года до 3 лет,Не указана,Тюмень
Техник-программист,Нет опыта,Не указана,Ижевск
Senior/Middle Machine Learning Engineer,От 3 до 6 лет,150000 RUR,Москва
Data engineer,От 3 до 6 лет,Не указана,Москва
DevOps-инженер,От 3 до 6 лет,Не указана,Екатеринбург
Python разработчик,Более 6 лет,Не указана,Самара
Python Backend Developer,От 3 до 6 лет,Не указана,Санкт-Петербург
Программист С++,От 3 до 6 лет,170000 RUR,Санкт-Петербург
Инженер технической поддержки,От 1 года до 3 лет,Не указана,Пермь
Аналитик данных,От 3 до 6 лет,Не указана,Москва
"Full-Stack разработчик (C#, Angular)",От 1 года до 3 лет,Не указана,Москва
Системный администратор (техническое сопровождение),От 1 года до 3 лет,Не указана,Санкт-Петербург
IT-аналитик (системный + бизнес) Искусственный интеллект,От 1 года до 3 лет,Не указана,Москва
Руководитель отдела разработки ПО,Более 6 лет,Не указана,Санкт-Петербург
BI-разработчик/аналитик в Crowd,От 1 года до 3 лет,Не указана,Москва
Ведущий Разработчик C# .NET (проект аэропорт Внуково),Более 6 лет,200000 RUR,Москва
Фрод аналитик,От 1 года до 3 лет,Не указана,Москва
Junior Специалист-программист (Костомукша),Нет опыта,Не указана,Костомукша
Middle / Senior Backend Python Developer,От 3 до 6 лет,Не указана,Иннополис
Python разработчик,От 3 до 6 лет,Не указана,Иннополис
Математик-программист,От 1 года до 3 лет,Не указана,Санкт-Петербург
Python разработчик,От 3 до 6 лет,Не указана,Москва
Старший инженер CICD (DevOps),От 3 до 6 лет,Не указана,Санкт-Петербург
Python-разработчик в Яндекс Практикум,От 3 до 6 лет,Не указана,Москва
Системный администратор Linux,От 1 года до 3 лет,Не указана,Казань
Python Backend Developer,От 3 до 6 лет,Не указана,Москва
Старший аналитик данных,От 1 года до 3 лет,Не указана,Москва
Автотестировщик / Automation QA Engineer,От 3 до 6 лет,150000 RUR,Москва
DevOps (Kubernetes),От 1 года до 3 лет,Не указана,Москва
Python-разработчик для парсинга данных в реальном времени,От 3 до 6 лет,100000 RUR,Санкт-Петербург
Фронтенд-разработчик в международный стартап по созданию бизнес-приложений на основе ChatGPT,От 1 года до 3 лет,50000 RUR,Казань
IT рекрутер,Нет опыта,55000 RUR,Новосибирск
Python-разработчик,От 3 до 6 лет,Не указана,Москва
Технический писатель в Runtime Cloud,От 3 до 6 лет,Не указана,Комсомольск-на-Амуре
Java-разработчик / Middle Java Developer в игровую студию (gamedev),От 3 до 6 лет,250000 RUR,Москва
Аналитик-разработчик отчетности,От 1 года до 3 лет,Не указана,Москва
DevOps (Развитие CI/CD),От 1 года до 3 лет,Не указана,Москва
Системный аналитик,От 1 года до 3 лет,Не указана,Барнаул
Python Developer,От 3 до 6 лет,Не указана,Новосибирск
Senior Go Developer,От 3 до 6 лет,4000 USD,Москва
Python разработчик на внутренний проект (удалённо),От 3 до 6 лет,180000 RUR,Москва
QA Automation Engineer,От 3 до 6 лет,Не указана,Москва
Разработчик встроенного ПО для БПЛА,От 1 года до 3 лет,Не указана,Москва
Инженер по внедрению программно-аппаратного обеспечения,От 1 года до 3 лет,50000 RUR,Омск
Системный администратор/Linux DevOps,От 3 до 6 лет,150000 RUR,Москва
"Программист junior-middle / Delphi, PL/SQL",От 3 до 6 лет,150000 RUR,Подольск (Московская область)
Разработчик (Go),От 1 года до 3 лет,Не указана,Санкт-Петербург
Инженер-программист,От 3 до 6 лет,28062 RUR,Тамбов
Консультант 1С (регламентированный учет),От 1 года до 3 лет,Не указана,Череповец
Python разработчик (удалённо),От 3 до 6 лет,180000 RUR,Москва
Разработчик Python (Ревьюер),От 3 до 6 лет,Не указана,Москва
Product Analyst,От 3 до 6 лет,Не указана,Санкт-Петербург
DevOps-engineer (Core),От 3 до 6 лет,Не указана,Москва
NLP разработчик,От 3 до 6 лет,Не указана,Москва
Backend разработчик,От 1 года до 3 лет,Не указана,Москва
Product Analyst,От 1 года до 3 лет,Не указана,Москва
Разработчик баз данных,От 1 года до 3 лет,150000 RUR,Новосибирск
C++ developer in 5G Core/ Инженер-программист (C++),От 3 до 6 лет,Не указана,Москва
Ведущий Java разработчик/Team Lead,От 1 года до 3 лет,350000 RUR,Москва
"Fullstack разработчик (Java, Python, TypeScript, React)",От 1 года до 3 лет,Не указана,Ижевск
DevOps-инженер,От 3 до 6 лет,Не указана,Санкт-Петербург
Программист С++ (Junior+),От 1 года до 3 лет,90000 RUR,Владимир
DevOps инженер (Kubernetes),Более 6 лет,Не указана,Москва
Middle / Middle+ Python Developer,От 1 года до 3 лет,Не указана,Санкт-Петербург
DevOps в команду VK Tech,От 3 до 6 лет,Не указана,Москва
PHP-разработчик,От 3 до 6 лет,Не указана,Москва
Ведущий системный администратор,От 3 до 6 лет,170000 RUR,Москва
Программист (инженер 1-ой категории),От 1 года до 3 лет,35000 RUR,Пенза
Developer C++,От 1 года до 3 лет,Не указана,Москва
Продуктовый аналитик (социальная сеть),От 1 года до 3 лет,200000 RUR,Москва
Технический писатель в Runtime Cloud,От 3 до 6 лет,Не указана,Грозный
Администратор /SRE/DevOps,От 3 до 6 лет,Не указана,Коломна
Сценарист/разработчик бота,От 1 года до 3 лет,Не указана,Ульяновск
Senior IT Recruiter,От 3 до 6 лет,Не указана,Санкт-Петербург
Администратор Linux/разработчик Ansible,От 1 года до 3 лет,Не указана,Москва
Руководитель команды разработки в Яндекс 360,Более 6 лет,Не указана,Москва
Test Engineer (LTE/GSM Radio Subsystem) (project-Telecom),От 1 года до 3 лет,Не указана,Москва
DevOps-инженер,От 1 года до 3 лет,60000 RUR,Челябинск
DevOps Lead - разработка виртуализации,Более 6 лет,270000 RUR,Сочи
Сетевой инженер,От 1 года до 3 лет,80000 RUR,Новосибирск
Сетевой инженер,От 1 года до 3 лет,None RUR,Новосибирск
Программист/ Разработчик с++,От 3 до 6 лет,Не указана,Москва
Android-разработчик,От 3 до 6 лет,Не указана,Москва
Продуктовый аналитик ленты Дзена,От 3 до 6 лет,Не указана,Москва
Продуктовый аналитик,От 3 до 6 лет,None RUR,Москва
Senior backend developer,От 3 до 6 лет,250000 RUR,Кострома
Технический директор (IT),От 3 до 6 лет,300000 RUR,Барнаул
Backend-Developer Python (middle),От 3 до 6 лет,Не указана,Москва
Game Developer (Royal Quest),От 1 года до 3 лет,Не указана,Москва
"Python-разработчик, Middle+/Senior",От 3 до 6 лет,Не указана,Москва
ETL-разработчик,От 1 года до 3 лет,92000 RUR,Санкт-Петербург
Frontend-разработчик (Middle) ГИС ПА,От 3 до 6 лет,Не указана,Москва
Data Engineer,От 3 до 6 лет,Не указана,Москва
Full Stack Разработчик (React/Next.js и Python/FastAPI),От 1 года до 3 лет,150000 RUR,Москва
Data Scientist,От 3 до 6 лет,Не указана,Москва
Инженер-программист Data Scientist (Computer Vision),От 1 года до 3 лет,120000 RUR,Санкт-Петербург
Программист/разработчик RPA (Middle/Senior),От 1 года до 3 лет,90000 RUR,Магнитогорск
Разработчик Чат-ботов,От 1 года до 3 лет,100000 RUR,Тюмень
"Разработчик SQL (Oracle, PostgreSQL)",От 1 года до 3 лет,Не указана,Москва
Java разработчик (Senior),От 3 до 6 лет,Не указана,Москва
Middle Python Разработчик,От 3 до 6 лет,Не указана,Москва
Разработчик на Python,От 3 до 6 лет,Не указана,Нижний Новгород
Ведущий аналитик,От 1 года до 3 лет,Не указана,Москва
QA Engineer,От 3 до 6 лет,Не указана,Москва
Lead Data Scientist,Более 6 лет,None RUR,Москва
Java-разработчик,От 3 до 6 лет,Не указана,Санкт-Петербург
Team Lead Python,От 1 года до 3 лет,Не указана,Москва
Младший аналитик в команду поисковых систем сервиса путешествий,Нет опыта,Не указана,Москва
Junior Developer,От 1 года до 3 лет,Не указана,Новосибирск
AI Team Lead,От 3 до 6 лет,5000 USD,Москва
Стажер в отдел ядра и СЗИ,От 1 года до 3 лет,Не указана,Москва
ETL-разработчик (Data Engineer),От 1 года до 3 лет,Не указана,Москва
Python разработчик,От 1 года до 3 лет,Не указана,Москва
Разработчик С++ / Python (middle +),От 1 года до 3 лет,90000 RUR,Ростов-на-Дону
Технический специалист/инженер-программист,От 1 года до 3 лет,40000 RUR,Архангельск
Разработчик С/С++ (embedded Linux),От 3 до 6 лет,Не указана,Москва
ML Разработчик NLP (MTS AI),От 3 до 6 лет,Не указана,Москва
Senior Python (Django) разработчик,От 3 до 6 лет,Не указана,Санкт-Петербург
Системный администратор (Linux),Более 6 лет,150000 RUR,Москва
Senior QA Automation Engineer/разработчик инфраструктуры автотестирования,От 3 до 6 лет,Не указана,Москва
Backend-разработчик в проект по AI для Web3 / DeFi,От 3 до 6 лет,200000 RUR,Москва
Backend-разработчик (каналы взаимодействия с клиентами),От 1 года до 3 лет,Не указана,Москва
Аналитик / Python разработчик,От 3 до 6 лет,150000 RUR,Москва
Инженер по поддержке оборудования/тестовой лаборатории,От 1 года до 3 лет,Не указана,Москва
IT-рекрутер в Яндекс,От 3 до 6 лет,Не указана,Москва
Разработчик команды,От 1 года до 3 лет,Не указана,Москва
Технический писатель в Runtime Cloud,От 3 до 6 лет,Не указана,Улан-Удэ
Системный администратор/Инженер технической поддержки пользователей,Нет опыта,Не указана,Челябинск
QA automation,От 1 года до 3 лет,Не указана,Москва
Python разработчик в продукт МТС Карма (Big Data),От 3 до 6 лет,Не указана,Москва
Backend разработчик (Ruby on Rails),От 3 до 6 лет,Не указана,Москва
Middle+ python разработчик,От 3 до 6 лет,Не указана,Москва
DevOps Engineer,От 1 года до 3 лет,Не указана,Томск
QA Automation / Тестировщик-автоматизатор,От 1 года до 3 лет,Не указана,Москва
Software QA Engineer,От 3 до 6 лет,Не указана,Москва
Программист-тестировщик (отдел автотестирования),От 1 года до 3 лет,46000 RUR,Калининград
Java-разработчик,От 3 до 6 лет,Не указана,Санкт-Петербург
Старший системный аналитик в команду разработки Финансовой платформы,От 3 до 6 лет,Не указана,Москва
Linux инженер,От 1 года до 3 лет,Не указана,Новосибирск
BI-разработчик (middle/senior),От 1 года до 3 лет,Не указана,Казань
Python Developer (АТОМ.ПОИСК),От 3 до 6 лет,Не указана,Москва
Специалист по внедрению мер защиты информации,От 3 до 6 лет,Не указана,Москва
Продуктовый Аналитик (мобильное приложение ),От 3 до 6 лет,Не указана,Москва
Продуктовый аналитик,От 3 до 6 лет,Не указана,Москва
Системный аналитик,От 1 года до 3 лет,Не указана,Пенза
Senior Python Developer,От 3 до 6 лет,Не указана,Санкт-Петербург
Инженер Linux,От 1 года до 3 лет,Не указана,Самара
Руководитель ИТ-отдела,От 3 до 6 лет,Не указана,Санкт-Петербург
Python - разработчик,От 1 года до 3 лет,100000 RUR,Москва
Data Analyst,От 3 до 6 лет,Не указана,Москва
Golang Middle developer,От 1 года до 3 лет,Не указана,Москва
Go-разработчик в Телеметрию,От 1 года до 3 лет,Не указана,Ижевск
Разработчик Ruby (Lenta.ru),От 1 года до 3 лет,Не указана,Москва
"Маркетинговый аналитик, Ozon Fintech",От 1 года до 3 лет,Не указана,Москва
Python-разработчик в R&D отдел,От 1 года до 3 лет,100000 RUR,Москва
Python Разработчик,От 3 до 6 лет,Не указана,Москва
Middle+ Python developer (Serverless),От 3 до 6 лет,Не указана,Москва
HR-менеджер/ IT-рекрутер в Казани,От 1 года до 3 лет,Не указана,Казань
Python-разработчик на проект Warden,От 3 до 6 лет,Не указана,Москва
Системный программист С,От 3 до 6 лет,Не указана,Москва
Ведущий системный аналитик,От 3 до 6 лет,Не указана,Москва
Разработчик-администратор Power BI,От 1 года до 3 лет,180000 RUR,Екатеринбург
ML-Researcher,От 3 до 6 лет,250000 RUR,Москва
Программист С++ (офис),От 3 до 6 лет,150000 RUR,Москва
Fullstack-разработчик,От 1 года до 3 лет,160000 RUR,Чебоксары
Data Engineer,От 3 до 6 лет,Не указана,Санкт-Петербург
Аналитик по RPD,От 1 года до 3 лет,Не указана,Санкт-Петербург
IT-рекрутер,От 3 до 6 лет,Не указана,Екатеринбург
Python разработчик (middle),От 1 года до 3 лет,Не указана,Москва
Разработчик C++,От 1 года до 3 лет,Не указана,Москва
Middle / Middle+ Python Developer,От 1 года до 3 лет,Не указана,Краснодар
Junior+/Middle FullStack Developer,От 1 года до 3 лет,90000 RUR,Новосибирск
Senior Python/Django разработчик,Более 6 лет,3500 USD,Москва
Portfolio Manager / Портфельный менеджер (Remote),От 3 до 6 лет,Не указана,Москва
Fullstack-разработчик,От 3 до 6 лет,150000 RUR,Москва
Менеджер по управлению доходами,Более 6 лет,Не указана,Москва
Инженер-программист,От 3 до 6 лет,150000 RUR,Москва
Senior/Middle Python Developer,От 1 года до 3 лет,Не указана,Санкт-Петербург
Backend-разработчик / Разработчик Python,От 1 года до 3 лет,160000 RUR,Санкт-Петербург
Go-разработчик в Телеметрию,От 1 года до 3 лет,Не указана,Екатеринбург
Golang разработчик,От 3 до 6 лет,Не указана,Москва
Системный администратор Linux в сектор коммуникационных систем,От 1 года до 3 лет,Не указана,Владивосток
Разработчик КХД,От 1 года до 3 лет,Не указана,Москва
DevOps engineer,От 1 года до 3 лет,Не указана,Томск
Middle Backend Developer,От 3 до 6 лет,Не указана,Ростов-на-Дону
Junior программист/консультант 1С,Нет опыта,Не указана,Екатеринбург
Инженер по организации автоматизированного тестирования,От 1 года до 3 лет,40000 RUR,Чебоксары
Инженер-тестировщик (наладка и испытания) АСУ ТП,От 3 до 6 лет,90000 RUR,Уфа
Бэкенд-разработчик,От 3 до 6 лет,Не указана,Кемерово
Python developer (middle/senior),От 3 до 6 лет,Не указана,Ярославль
Технический писатель в Runtime Cloud,От 3 до 6 лет,Не указана,Астрахань
Инженер MQ,Более 6 лет,Не указана,Пермь
Auto QA (Python) специалист,От 1 года до 3 лет,Не указана,Москва
Data Engineer направления разработки витрин данных,От 1 года до 3 лет,Не указана,Москва
Разработчик баз данных,От 3 до 6 лет,Не указана,Москва
Ведущий инженер AD / DNS,От 1 года до 3 лет,Не указана,Новосибирск
IT Researcher / Sourcer,От 1 года до 3 лет,Не указана,Санкт-Петербург
Инженер поддержки,От 3 до 6 лет,Не указана,Москва
Разработчик RPA,От 1 года до 3 лет,170000 RUR,Москва
Системный программист в отдел адаптации ОС Аврора,От 3 до 6 лет,Не указана,Иннополис
Программист JavaScript,От 1 года до 3 лет,50000 RUR,Ростов-на-Дону
Системный программист С/С++ (разработка ОС Аврора),От 1 года до 3 лет,Не указана,Москва
Системный администратор Linux,От 1 года до 3 лет,Не указана,Москва
Инженер (лаборатория),От 1 года до 3 лет,Не указана,Москва
Специалист по надежности и масштабируемости (SRE),От 3 до 6 лет,380000 RUR,Москва
Системный аналитик,От 1 года до 3 лет,Не указана,Ростов-на-Дону
Разработчик отчетности,От 1 года до 3 лет,Не указана,Москва
Продуктовый аналитик в команду VK Mini Apps («ВКонтакте»),От 1 года до 3 лет,Не указана,Санкт-Петербург
"Backend-developer (Python, Senior)",Более 6 лет,250000 RUR,Москва
Data engineer,От 1 года до 3 лет,Не указана,Москва
Ведущий программист (team lead),От 3 до 6 лет,Не указана,Москва
Middle DB developer/Разработчик баз данных,От 1 года до 3 лет,Не указана,Москва
Разработчик Linux C++ (Qt/QML) (Мобильная Астра),От 1 года до 3 лет,Не указана,Москва
Программист Python (прикладная математика),Нет опыта,Не указана,Ростов-на-Дону
Go-разработчик в Телеметрию,От 1 года до 3 лет,Не указана,Ростов-на-Дону
SQL Разработчик в команду поддержки на продукт MTSFIX (Big Data),От 3 до 6 лет,Не указана,Москва
C# Продакт Разработчик Трейдинг (Удаленно),От 3 до 6 лет,150000 RUR,Москва
Middle Backend-разработчик (Python),От 1 года до 3 лет,200000 RUR,Волгоград
Программист защищенных микроконтроллеров / Embedded software developer,От 3 до 6 лет,230000 RUR,Москва
Технический руководитель стрима,От 3 до 6 лет,Не указана,Москва
Fullstack-разработчик (Python/Django/PHP/Symfony),От 1 года до 3 лет,80000 RUR,Москва
Python разработчик (middle+),От 1 года до 3 лет,Не указана,Москва
Программист С++ (Middle / Senior),От 3 до 6 лет,Не указана,Москва
DWH developer,От 1 года до 3 лет,Не указана,Москва
Senior/Lead Java dev,От 3 до 6 лет,Не указана,Москва
"Junior+/Middle Backend developer (Python, Django)",От 1 года до 3 лет,Не указана,Москва
Старший QA инженер,От 3 до 6 лет,Не указана,Москва
Middle/Senior python developer (SberDDI),От 3 до 6 лет,None RUR,Москва
Программист C++,Более 6 лет,70000 RUR,Дубна
Инженер-программист,От 1 года до 3 лет,Не указана,Владивосток
Техлид направления разработки диагностического ПО,От 3 до 6 лет,Не указана,Москва
Аналитик по сегментации клиентской базы,От 1 года до 3 лет,Не указана,Москва
Data Engineer (SQL Разработчик),От 3 до 6 лет,Не указана,Москва
GO разработчик,От 3 до 6 лет,Не указана,Москва
Архитектор данных,От 3 до 6 лет,Не указана,Москва
Ведущий SysOps инженер Linux-систем,От 3 до 6 лет,Не указана,Красноярск
Системный аналитик (развитие ПО Почтоматы),От 1 года до 3 лет,Не указана,Томск
Ведущий разработчик Qt/VTK,От 3 до 6 лет,Не указана,Москва
ETL-разработчик,От 1 года до 3 лет,Не указана,Москва
Инженер-программист Linux,От 1 года до 3 лет,Не указана,Муром
IT Researcher / Sourcer,От 1 года до 3 лет,Не указана,Томск
Frontend-разработчик,От 3 до 6 лет,Не указана,Мытищи
Embedded Software Engineer | Программист встраиваемых систем,От 3 до 6 лет,200000 RUR,Москва
Data Analyst /Портфельный риск-аналитик,От 1 года до 3 лет,Не указана,Москва
Релиз менеджер,От 3 до 6 лет,Не указана,Москва
Главный специалист отдела развития тарифных систем (аналитик),От 3 до 6 лет,133313 RUR,Москва
Backend developer (python),От 1 года до 3 лет,Не указана,Барнаул
Ночной Инженер DevOps (2/2),От 1 года до 3 лет,163000 RUR,Москва
Заместитель начальника Центра отчетности по МСФО,Более 6 лет,250000 RUR,Москва
Начальник ИТ-отдела (специального программного обеспечения) в информационно-аналитический центр,От 3 до 6 лет,None RUR,Москва
Ведущий ИТ-аналитик,От 3 до 6 лет,Не указана,Москва
Системный администратор,От 3 до 6 лет,Не указана,Москва
Ведущий Разработчик FPGA,От 3 до 6 лет,Не указана,Москва
Ведущий инженер-электроник (руководитель направления),От 3 до 6 лет,80000 RUR,Москва
Сценарист/разработчик бота,От 1 года до 3 лет,Не указана,Саратов
Инженер-программист по встраиваемым системам,От 1 года до 3 лет,Не указана,Москва
Senior System Analyst,От 3 до 6 лет,Не указана,Санкт-Петербург
Data Analyst (middle/senior),От 3 до 6 лет,2500 USD,Москва
Go-разработчик,От 3 до 6 лет,Не указана,Москва
Middle Node.JS developer / Back-end developer,От 1 года до 3 лет,Не указана,Южно-Сахалинск
Senior/Middle Machine Learning Engineer,От 3 до 6 лет,150000 RUR,Новосибирск
Embedded software engineer (Разработчик ПЛИС / FPGA),От 3 до 6 лет,None RUR,Москва
Технический писатель в Runtime Cloud,От 3 до 6 лет,Не указана,Калуга
Технический писатель в Runtime Cloud,От 3 до 6 лет,Не указана,Нальчик
Разработчик Python (backend),От 3 до 6 лет,240000 RUR,Зеленоград
Java developer в команду Credit automation platform,От 3 до 6 лет,Не указана,Москва
Инженер Linux / DevOps,От 1 года до 3 лет,65000 RUR,Чебоксары
Инженер linux (удаленно),От 1 года до 3 лет,Не указана,Санкт-Петербург
Go-разработчик в Телеметрию,От 1 года до 3 лет,Не указана,Пермь
Специалист 2 линии технической поддержки ПО (IT),От 3 до 6 лет,Не указана,Амурск
Middle Backend-разработчик (Python),От 1 года до 3 лет,200000 RUR,Краснодар
Python developer,От 1 года до 3 лет,Не указана,Москва
Программист АСУТП,От 1 года до 3 лет,70000 RUR,Омск
Разработчик BI (QlikView),От 3 до 6 лет,Не указана,Москва
Релиз-инженер (Devops),От 1 года до 3 лет,Не указана,Москва
Инженер данных,От 3 до 6 лет,Не указана,Москва
DevOps Engineer,От 3 до 6 лет,Не указана,Казань
Python-разработчик,От 1 года до 3 лет,Не указана,Москва
Senior Python разработчик в online кинотеатр KION,От 3 до 6 лет,Не указана,Москва
Frontend JavaScript разработчик (Middle),От 3 до 6 лет,Не указана,Санкт-Петербург
Системный аналитик,От 1 года до 3 лет,Не указана,Москва
DevOps engineer,От 1 года до 3 лет,Не указана,Москва
Site Reliability Engineer во внутреннее облако,От 3 до 6 лет,Не указана,Москва
Data Engineer,От 1 года до 3 лет,Не указана,Калининград
Python Developer,От 3 до 6 лет,Не указана,Казань
Data Engineer (ETL -разработчик),От 1 года до 3 лет,Не указана,Москва
Инженер технической поддержки операционной системы Ред ОС,От 1 года до 3 лет,Не указана,Санкт-Петербург
Заместитель начальника Центра отчетности по МСФО,От 3 до 6 лет,Не указана,Москва
Аналитик-разработчик (Прогнозирование),От 1 года до 3 лет,Не указана,Москва
Technical support engineer,Нет опыта,Не указана,Санкт-Петербург
Team Lead (Серверная Астра),От 3 до 6 лет,Не указана,Москва
Senior Python-разработчика вопросной-ответной системы “Салют”,От 3 до 6 лет,Не указана,Москва
PHP developer (Bitrix),От 1 года до 3 лет,Не указана,Москва
Разработчик-алгоритмист,От 1 года до 3 лет,Не указана,Москва
Разработчик DWH/ Разработчик баз данных/Data engineer,От 1 года до 3 лет,Не указана,Москва
Test Engineer (LTE/GSM Radio Subsystem) (project-Telecom),От 1 года до 3 лет,Не указана,Нижний Новгород
Python разработчик,От 3 до 6 лет,250000 RUR,Москва
Ведущий инженер по сопровождению (SRE),Нет опыта,Не указана,Новосибирск
Автоматизатор тестирования (Python AQA),От 1 года до 3 лет,Не указана,Москва
Ведущий аналитик-разработчик / Руководитель направления развития кредитного конвейера,От 1 года до 3 лет,Не указана,Москва
Инженер-тестировщик,От 3 до 6 лет,Не указана,Москва
Системный аналитик,От 1 года до 3 лет,None RUR,Санкт-Петербург
Middle/Senior Python Developer,От 3 до 6 лет,Не указана,Москва
DevOps specialist,От 3 до 6 лет,Не указана,Москва
Системный аналитик (BI продукт),От 1 года до 3 лет,Не указана,Пермь
"Data Analyst ""Growth"" (junior/middle)",От 3 до 6 лет,Не указана,Москва
Golang developer,От 3 до 6 лет,Не указана,Москва
Team lead (backend),От 3 до 6 лет,Не указана,Санкт-Петербург
Python Senior developer,От 3 до 6 лет,Не указана,Москва
C++ Developer,От 3 до 6 лет,Не указана,Самара
Инженер-программист / Бэкенд-разработчик на Python,От 1 года до 3 лет,50000 RUR,Омск
Senior Python Engineer,От 3 до 6 лет,300000 RUR,Москва
Разработчик на Python,От 3 до 6 лет,Не указана,Екатеринбург
Инженер-программист (С/С++),От 3 до 6 лет,Не указана,Екатеринбург
